Model,Item,Part No.,Part Description (TCLNA), Price ,Type,Year Sold
TPC-08C/KA,65,810900443,Power cord, $- ,Portable,2021
TPC-08C/KA,,1180010112,Bolt, $- ,Portable,2021
TPC-08C/KA,,811303357,Bottom foam, $- ,Portable,2021
TPC-08C/KA,,1075100021,Caster Lock, $ 2.00 ,Portable,2021
TPC-08C/KA,,810800107,Fixer of window slider, $- ,Portable,2021
TPC-08C/KA,,811303413,Front supporter of carton, $- ,Portable,2021
TPC-08C/KA,,811303415,Pad of lower foam, $- ,Portable,2021
TPC-08C/KA,,811303414,Rear supporter of carton, $- ,Portable,2021
TPC-08C/KA,,810700789,Sponge of window slider 1, $- ,Portable,2021
TPC-08C/KA,,810700360,Sponge of window slider 2, $- ,Portable,2021
TPC-08C/KA,,811303412,Top pad, $- ,Portable,2021
TPC-08C/KA,,811303356,Upper foam, $- ,Portable,2021
TPC-10C/HA,,210703297,Gasket of Cap, $ 2.00 ,Portable,2021
TPC-10C/HA,,810700489,Back panel, $- ,Portable,2021
TPC-10C/HA,,814100485,Base, $- ,Portable,2021
TPC-10C/HA,,1180010112,Bolt, $- ,Portable,2021
TPC-10C/HA,,811303357,Bottom foam, $- ,Portable,2021
TPC-10C/HA,,1085110009,Capacitor clamp, $- ,Portable,2021
TPC-10C/HA,,810900275,Capacitor of compressor, $- ,Portable,2021
TPC-10C/HA,,811200627,Capillary, $- ,Portable,2021
TPC-10C/HA,,1075100021,Caster Lock, $ 2.00 ,Portable,2021
TPC-10C/HA,,8070032005,"caster, single", $ 3.24 ,Portable,2021
TPC-10C/HA,,810700400,Centrifugal fan, $- ,Portable,2021
TPC-10C/HA,,1175110002,Centrifugal fan, $ 10.00 ,Portable,2021
TPC-10C/HA,,1075100022,Clamp, $- ,Portable,2021
TPC-10C/HA,,811200626,Compressor, $- ,Portable,2021
TPC-10C/HA,,811200634,Condenser, $- ,Portable,2021
TPC-10C/HA,,810700418,Condenser seal, $- ,Portable,2021
TPC-10C/HA,,810800073,Condensor protector, $- ,Portable,2021
TPC-10C/HA,,810900378,Control circuit board, $- ,Portable,2021
TPC-10C/HA,,810700691,Deflector link, $ 0.50 ,Portable,2021
TPC-10C/HA,,811200632,Discharge pipe, $- ,Portable,2021
TPC-10C/HA,,810900379,Display board, $ 41.80 ,Portable,2021
TPC-10C/HA,,210703134,Drain Cap Tether, $ 2.75 ,Portable,2021
TPC-10C/HA,,214106113A,Drain Hose Cap, $ 0.40 ,Portable,2021
TPC-10C/HA,,810800071,Electrical box, $- ,Portable,2021
TPC-10C/HA,,810800072,Electrical box cover, $- ,Portable,2021
TPC-10C/HA,,811200633,Evaporator, $- ,Portable,2021
TPC-10C/HA,,8120120025A,Exhaust Hose, $ 12.30 ,Portable,2021
TPC-10C/HA,,810900137,Fan motor, $ 47.46 ,Portable,2021
TPC-10C/HA,,810900023B,Fan motor, $- ,Portable,2021
TPC-10C/HA,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-10C/HA,,1170100044,Fan motor capacitor, $ 5.68 ,Portable,2021
TPC-10C/HA,,810700491,Filter, $ 5.36 ,Portable,2021
TPC-10C/HA,,810700692,Fixer of motor, $- ,Portable,2021
TPC-10C/HA,,810800107,Fixer of window slider, $- ,Portable,2021
TPC-10C/HA,,810700026C,Float fix panel, $- ,Portable,2021
TPC-10C/HA,,810900031,Float switch, $- ,Portable,2021
TPC-10C/HA,,810700416,Front duct of condenser, $- ,Portable,2021
TPC-10C/HA,,810700397,Front duct of evaporator, $- ,Portable,2021
TPC-10C/HA,,810700762B,Front panel, $- ,Portable,2021
TPC-10C/HA,,811303413,Front supporter of carton, $- ,Portable,2021
TPC-10C/HA,,810700490,Grill of evaporator, $- ,Portable,2021
TPC-10C/HA,,810700497,Handle, $- ,Portable,2021
TPC-10C/HA,,810700494,Horizon deflector 2, $ 5.58 ,Portable,2021
TPC-10C/HA,,810700689,Horizon deflector link 1, $ 4.00 ,Portable,2021
TPC-10C/HA,,810700396,"Hose inlet, 5""", $ 4.26 ,Portable,2021
TPC-10C/HA,,810700345A,"Hose outlet, 5""", $ 4.75 ,Portable,2021
TPC-10C/HA,,810700515,lead of water, $- ,Portable,2021
TPC-10C/HA,,810700027,Lower drain plug, $ 1.54 ,Portable,2021
TPC-10C/HA,,810700410,Middle metal panel, $- ,Portable,2021
TPC-10C/HA,,810700492,Outlet duct, $- ,Portable,2021
TPC-10C/HA,,811303415,Pad of lower foam, $- ,Portable,2021
TPC-10C/HA,,811303723B,Panel sticker, $- ,Portable,2021
TPC-10C/HA,,810900443,Power cord, $- ,Portable,2021
TPC-10C/HA,,810800088,Protect net, $ 3.12 ,Portable,2021
TPC-10C/HA,,810800108,Protect net of window slider, $ 2.54 ,Portable,2021
TPC-10C/HA,,810700417,Rear duct of condenser, $- ,Portable,2021
TPC-10C/HA,,810700398,Rear duct of evaporator, $- ,Portable,2021
TPC-10C/HA,,811303414,Rear supporter of carton, $- ,Portable,2021
TPC-10C/HA,,8090950003B,Receiver board, $ 14.88 ,Portable,2021
TPC-10C/HA,,810900417B,Remote controller, $ 12.87 ,Portable,2021
TPC-10C/HA,,1073030201,Sensor fixer, $- ,Portable,2021
TPC-10C/HA,,1175032007,Sensor resistance, $ 8.04 ,Portable,2021
TPC-10C/HA,,1075110023,Splash disk, $- ,Portable,2021
TPC-10C/HA,,1075090017,Splash moter right cover, $- ,Portable,2021
TPC-10C/HA,,8170070001B,Splash motor, $- ,Portable,2021
TPC-10C/HA,,1075090029,Splash motor left cover, $- ,Portable,2021
TPC-10C/HA,,810700789,Sponge of window slider 1, $- ,Portable,2021
TPC-10C/HA,,810700360,Sponge of window slider 2, $- ,Portable,2021
TPC-10C/HA,,1175032001B,Step motor, $ 21.60 ,Portable,2021
TPC-10C/HA,,811200987,Suction pipe, $- ,Portable,2021
TPC-10C/HA,,810800093,Support, $- ,Portable,2021
TPC-10C/HA,,810700690,Support of deflector, $ 2.00 ,Portable,2021
TPC-10C/HA,,811303412,Top pad, $- ,Portable,2021
TPC-10C/HA,,810700488,Top panel, $- ,Portable,2021
TPC-10C/HA,,811303356,Upper foam, $- ,Portable,2021
TPC-10C/HA,,1075110004AA,"Window slider kit, oval", $ 15.08 ,Portable,2021
TPC-10C/HA,,810700693,"Window slider, Circle 5""", $ 14.54 ,Portable,2021
TPC-10C/KA,,210703297,Gasket of Cap, $ 2.00 ,Portable,2021
TPC-10C/KA,,810700489,Back panel, $- ,Portable,2021
TPC-10C/KA,,814100485,Base, $- ,Portable,2021
TPC-10C/KA,,1180010112,Bolt, $- ,Portable,2021
TPC-10C/KA,,811303357,Bottom foam, $- ,Portable,2021
TPC-10C/KA,,1085110009,Capacitor clamp, $- ,Portable,2021
TPC-10C/KA,,810900275,Capacitor of compressor, $- ,Portable,2021
TPC-10C/KA,,811200627,Capillary, $- ,Portable,2021
TPC-10C/KA,,1075100021,Caster Lock, $ 2.00 ,Portable,2021
TPC-10C/KA,,8070032005,"caster, single", $ 3.24 ,Portable,2021
TPC-10C/KA,,810700400,Centrifugal fan, $- ,Portable,2021
TPC-10C/KA,,1175110002,Centrifugal fan, $ 10.00 ,Portable,2021
TPC-10C/KA,,1075100022,Clamp, $- ,Portable,2021
TPC-10C/KA,,811200626,Compressor, $- ,Portable,2021
TPC-10C/KA,,811200634,Condenser, $- ,Portable,2021
TPC-10C/KA,,810700418,Condenser seal, $- ,Portable,2021
TPC-10C/KA,,810800073,Condensor protector, $- ,Portable,2021
TPC-10C/KA,,810900378,Control circuit board, $- ,Portable,2021
TPC-10C/KA,,810700691,Deflector link, $ 0.50 ,Portable,2021
TPC-10C/KA,,811200632,Discharge pipe, $- ,Portable,2021
TPC-10C/KA,,810900379,Display board, $ 41.80 ,Portable,2021
TPC-10C/KA,,210703134,Drain Cap Tether, $ 2.75 ,Portable,2021
TPC-10C/KA,,214106113A,Drain Hose Cap, $ 0.40 ,Portable,2021
TPC-10C/KA,,810800071,Electrical box, $- ,Portable,2021
TPC-10C/KA,,810800072,Electrical box cover, $- ,Portable,2021
TPC-10C/KA,,811200633,Evaporator, $- ,Portable,2021
TPC-10C/KA,,8120120025A,Exhaust Hose, $ 12.30 ,Portable,2021
TPC-10C/KA,,810900137,Fan motor, $ 47.46 ,Portable,2021
TPC-10C/KA,,810900023B,Fan motor, $- ,Portable,2021
TPC-10C/KA,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-10C/KA,,1170100044,Fan motor capacitor, $ 5.68 ,Portable,2021
TPC-10C/KA,,810700491,Filter, $ 5.36 ,Portable,2021
TPC-10C/KA,,810700692,Fixer of motor, $- ,Portable,2021
TPC-10C/KA,,810800107,Fixer of window slider, $- ,Portable,2021
TPC-10C/KA,,810700026C,Float fix panel, $- ,Portable,2021
TPC-10C/KA,,810900031,Float switch, $- ,Portable,2021
TPC-10C/KA,,810700416,Front duct of condenser, $- ,Portable,2021
TPC-10C/KA,,810700397,Front duct of evaporator, $- ,Portable,2021
TPC-10C/KA,,810700762B,Front panel, $- ,Portable,2021
TPC-10C/KA,,811303413,Front supporter of carton, $- ,Portable,2021
TPC-10C/KA,,810700490,Grill of evaporator, $- ,Portable,2021
TPC-10C/KA,,810700497,Handle, $- ,Portable,2021
TPC-10C/KA,,810700689,Horizon deflector link 1, $ 4.00 ,Portable,2021
TPC-10C/KA,,810700396,"Hose inlet, 5""", $ 4.26 ,Portable,2021
TPC-10C/KA,,810700345A,"Hose outlet, 5""", $ 4.75 ,Portable,2021
TPC-10C/KA,,810700515,lead of water, $- ,Portable,2021
TPC-10C/KA,,810700027,Lower drain plug, $ 1.54 ,Portable,2021
TPC-10C/KA,,810700410,Middle metal panel, $- ,Portable,2021
TPC-10C/KA,,810700492,Outlet duct, $- ,Portable,2021
TPC-10C/KA,,811303415,Pad of lower foam, $- ,Portable,2021
TPC-10C/KA,,811303723B,Panel sticker, $- ,Portable,2021
TPC-10C/KA,,810900443,Power cord, $- ,Portable,2021
TPC-10C/KA,,810800088,Protect net, $ 3.12 ,Portable,2021
TPC-10C/KA,,810800108,Protect net of window slider, $ 2.54 ,Portable,2021
TPC-10C/KA,,810700417,Rear duct of condenser, $- ,Portable,2021
TPC-10C/KA,,810700398,Rear duct of evaporator, $- ,Portable,2021
TPC-10C/KA,,811303414,Rear supporter of carton, $- ,Portable,2021
TPC-10C/KA,,8090950003B,Receiver board, $ 14.88 ,Portable,2021
TPC-10C/KA,,810900417B,Remote controller, $ 12.87 ,Portable,2021
TPC-10C/KA,,1073030201,Sensor fixer, $- ,Portable,2021
TPC-10C/KA,,1175032007,Sensor resistance, $ 8.04 ,Portable,2021
TPC-10C/KA,,1075110023,Splash disk, $- ,Portable,2021
TPC-10C/KA,,1075090017,Splash moter right cover, $- ,Portable,2021
TPC-10C/KA,,8170070001B,Splash motor, $- ,Portable,2021
TPC-10C/KA,,1075090029,Splash motor left cover, $- ,Portable,2021
TPC-10C/KA,,810700789,Sponge of window slider 1, $- ,Portable,2021
TPC-10C/KA,,810700360,Sponge of window slider 2, $- ,Portable,2021
TPC-10C/KA,,1175032001B,Step motor, $ 21.60 ,Portable,2021
TPC-10C/KA,,811200987,Suction pipe, $- ,Portable,2021
TPC-10C/KA,,810800093,Support, $- ,Portable,2021
TPC-10C/KA,,810700690,Support of deflector, $ 2.00 ,Portable,2021
TPC-10C/KA,,811303412,Top pad, $- ,Portable,2021
TPC-10C/KA,,810700488,Top panel, $- ,Portable,2021
TPC-10C/KA,,811303356,Upper foam, $- ,Portable,2021
TPC-10C/KA,,1075110004AA,"Window slider kit, oval", $ 15.08 ,Portable,2021
TPC-10C/KA,,810700693,"Window slider, Circle 5""", $ 14.54 ,Portable,2021
TPC-12C/HA,,210703297,Gasket of Cap, $ 2.00 ,Portable,2021
TPC-12C/HA,,810700489,Back panel, $- ,Portable,2021
TPC-12C/HA,,814100485,Base, $- ,Portable,2021
TPC-12C/HA,,1180010112,Bolt, $- ,Portable,2021
TPC-12C/HA,,811303357,Bottom foam, $- ,Portable,2021
TPC-12C/HA,,1085110009,Capacitor clamp, $- ,Portable,2021
TPC-12C/HA,,810900275,Capacitor of compressor, $- ,Portable,2021
TPC-12C/HA,,811200627,Capillary, $- ,Portable,2021
TPC-12C/HA,,1075100021,Caster Lock, $ 2.00 ,Portable,2021
TPC-12C/HA,,810701160,"caster, set of four", $ 3.92 ,Portable,2021
TPC-12C/HA,,810700400,Centrifugal fan, $- ,Portable,2021
TPC-12C/HA,,1175110002,Centrifugal fan, $ 10.00 ,Portable,2021
TPC-12C/HA,,1075100022,Clamp, $- ,Portable,2021
TPC-12C/HA,,811200626,Compressor, $- ,Portable,2021
TPC-12C/HA,,811200634,Condenser, $- ,Portable,2021
TPC-12C/HA,,810700418,Condenser seal, $- ,Portable,2021
TPC-12C/HA,,810800073,Condensor protector, $- ,Portable,2021
TPC-12C/HA,,810900378,Control circuit board, $- ,Portable,2021
TPC-12C/HA,,810700691,Deflector link, $ 0.50 ,Portable,2021
TPC-12C/HA,,811200632,Discharge pipe, $- ,Portable,2021
TPC-12C/HA,,810900379,Display board, $ 41.80 ,Portable,2021
TPC-12C/HA,,210703134,Drain Cap Tether, $ 2.75 ,Portable,2021
TPC-12C/HA,,810701052B,Drain Hose Cap, $ 0.85 ,Portable,2021
TPC-12C/HA,,810800071,Electrical box, $- ,Portable,2021
TPC-12C/HA,,810800072,Electrical box cover, $- ,Portable,2021
TPC-12C/HA,,811200633,Evaporator, $- ,Portable,2021
TPC-12C/HA,,1075032001A,Exhaust Hose, $ 15.02 ,Portable,2021
TPC-12C/HA,,810900137,Fan motor, $ 47.46 ,Portable,2021
TPC-12C/HA,,810900023B,Fan motor, $- ,Portable,2021
TPC-12C/HA,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-12C/HA,,1170100044,Fan motor capacitor, $ 5.68 ,Portable,2021
TPC-12C/HA,,810700491,Filter, $ 5.36 ,Portable,2021
TPC-12C/HA,,810700692,Fixer of motor, $- ,Portable,2021
TPC-12C/HA,,810800107,Fixer of window slider, $- ,Portable,2021
TPC-12C/HA,,810700026C,Float fix panel, $- ,Portable,2021
TPC-12C/HA,,810900031,Float switch, $- ,Portable,2021
TPC-12C/HA,,810700416,Front duct of condenser, $- ,Portable,2021
TPC-12C/HA,,810700397,Front duct of evaporator, $- ,Portable,2021
TPC-12C/HA,,810700762B,Front panel, $- ,Portable,2021
TPC-12C/HA,,811303413,Front supporter of carton, $- ,Portable,2021
TPC-12C/HA,,810700490,Grill of evaporator, $- ,Portable,2021
TPC-12C/HA,,810700497,Handle, $- ,Portable,2021
TPC-12C/HA,,810700494,Horizon deflector 2, $ 5.58 ,Portable,2021
TPC-12C/HA,,810700689,Horizon deflector link 1, $ 4.00 ,Portable,2021
TPC-12C/HA,,810701089,Hose inlet, $ 3.60 ,Portable,2021
TPC-12C/HA,,810701090,"Hose outlet, oval", $ 4.86 ,Portable,2021
TPC-12C/HA,,810700515,lead of water, $- ,Portable,2021
TPC-12C/HA,,810700027,Lower drain plug, $ 1.54 ,Portable,2021
TPC-12C/HA,,810700410,Middle metal panel, $- ,Portable,2021
TPC-12C/HA,,810700492,Outlet duct, $- ,Portable,2021
TPC-12C/HA,,811303415,Pad of lower foam, $- ,Portable,2021
TPC-12C/HA,,811303723B,Panel sticker, $- ,Portable,2021
TPC-12C/HA,,810900443,Power cord, $- ,Portable,2021
TPC-12C/HA,,810800088,Protect net, $ 3.12 ,Portable,2021
TPC-12C/HA,,810800108,Protect net of window slider, $ 2.54 ,Portable,2021
TPC-12C/HA,,810700417,Rear duct of condenser, $- ,Portable,2021
TPC-12C/HA,,810700398,Rear duct of evaporator, $- ,Portable,2021
TPC-12C/HA,,811303414,Rear supporter of carton, $- ,Portable,2021
TPC-12C/HA,,8090950003B,Receiver board, $ 14.88 ,Portable,2021
TPC-12C/HA,,810900417B,Remote controller, $ 12.87 ,Portable,2021
TPC-12C/HA,,1073030201,Sensor fixer, $- ,Portable,2021
TPC-12C/HA,,1175032007,Sensor resistance, $ 8.04 ,Portable,2021
TPC-12C/HA,,1075110023,Splash disk, $- ,Portable,2021
TPC-12C/HA,,1075090017,Splash moter right cover, $- ,Portable,2021
TPC-12C/HA,,8170070001B,Splash motor, $- ,Portable,2021
TPC-12C/HA,,1075090029,Splash motor left cover, $- ,Portable,2021
TPC-12C/HA,,810700789,Sponge of window slider 1, $- ,Portable,2021
TPC-12C/HA,,810700360,Sponge of window slider 2, $- ,Portable,2021
TPC-12C/HA,,1175032001B,Step motor, $ 21.60 ,Portable,2021
TPC-12C/HA,,811200987,Suction pipe, $- ,Portable,2021
TPC-12C/HA,,810800093,Support, $- ,Portable,2021
TPC-12C/HA,,810700690,Support of deflector, $ 2.00 ,Portable,2021
TPC-12C/HA,,811303412,Top pad, $- ,Portable,2021
TPC-12C/HA,,810700488,Top panel, $- ,Portable,2021
TPC-12C/HA,,811303356,Upper foam, $- ,Portable,2021
TPC-12C/HA,,1075110004AA,"Window slider kit, oval", $ 15.08 ,Portable,2021
TPC-12C/HA,,810700693,"Window slider, Circle 5""", $ 14.54 ,Portable,2021
TPC-12C/KA,,210703297,Gasket of Cap, $ 2.00 ,Portable,2021
TPC-12C/KA,,810700512,Air outlet part 1, $- ,Portable,2021
TPC-12C/KA,,810700513,Air outlet part 2, $- ,Portable,2021
TPC-12C/KA,,810700223,Axis of fan, $- ,Portable,2021
TPC-12C/KA,,810700695B,Back panel, $- ,Portable,2021
TPC-12C/KA,,814100291A,Base, $- ,Portable,2021
TPC-12C/KA,,811303355,Bottom foam, $- ,Portable,2021
TPC-12C/KA,,1085110009,Capacitor clamp, $- ,Portable,2021
TPC-12C/KA,,8170120018,Capacitor of compressor, $ 17.64 ,Portable,2021
TPC-12C/KA,,811202397,Capillary, $- ,Portable,2021
TPC-12C/KA,,1075100021,Caster Lock, $ 2.00 ,Portable,2021
TPC-12C/KA,,8070032005,"caster, single", $ 3.24 ,Portable,2021
TPC-12C/KA,,810700228,Centrifugal fan, $ 10.00 ,Portable,2021
TPC-12C/KA,,1075090015,Clamp, $- ,Portable,2021
TPC-12C/KA,,811200149,Compressor, $- ,Portable,2021
TPC-12C/KA,,811201147,Condenser, $- ,Portable,2021
TPC-12C/KA,,810800094,Condensor protector, $- ,Portable,2021
TPC-12C/KA,,810800044,Condensor top bar, $- ,Portable,2021
TPC-12C/KA,,810900378,Control circuit board, $- ,Portable,2021
TPC-12C/KA,,810700698,Deflector link, $ 0.50 ,Portable,2021
TPC-12C/KA,,811200916,Discharge pipe, $- ,Portable,2021
TPC-12C/KA,,810900379,Display board, $ 41.80 ,Portable,2021
TPC-12C/KA,,210703134,Drain Cap Tether, $ 2.75 ,Portable,2021
TPC-12C/KA,,214106113B,Drain Hose Cap, $ 0.35 ,Portable,2021
TPC-12C/KA,,810700235,Electrical box, $- ,Portable,2021
TPC-12C/KA,,810800052,Electrical box cover, $- ,Portable,2021
TPC-12C/KA,,811202378,Evaporator, $- ,Portable,2021
TPC-12C/KA,,8120120025A,"Exhaust Hose, Circle", $ 12.30 ,Portable,2021
TPC-12C/KA,,810900137,Fan motor, $ 47.46 ,Portable,2021
TPC-12C/KA,,810900103D,Fan motor, $- ,Portable,2021
TPC-12C/KA,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-12C/KA,,1170100044,Fan motor capacitor, $ 5.68 ,Portable,2021
TPC-12C/KA,,810700219,Fan of evaporator, $- ,Portable,2021
TPC-12C/KA,,810700503B,Filter, $ 13.44 ,Portable,2021
TPC-12C/KA,,810800117,Fixer of compressor, $- ,Portable,2021
TPC-12C/KA,,810700514,Fixer of fan motor, $- ,Portable,2021
TPC-12C/KA,,810700692,Fixer of motor, $- ,Portable,2021
TPC-12C/KA,,810800107,Fixer of window slider, $- ,Portable,2021
TPC-12C/KA,,810900031A,Float switch, $- ,Portable,2021
TPC-12C/KA,,810700229,Front duct of condenser, $- ,Portable,2021
TPC-12C/KA,,810700763F,Front panel, $- ,Portable,2021
TPC-12C/KA,,811302422,Front support of package, $- ,Portable,2021
TPC-12C/KA,,810700502B,Grill of evaporator, $- ,Portable,2021
TPC-12C/KA,,810700507,Horizon deflector 2, $ 8.16 ,Portable,2021
TPC-12C/KA,,810700696,Horizon deflector link 1, $ 4.56 ,Portable,2021
TPC-12C/KA,,810700209A,"Hose inlet, 5"" Cirlce", $ 3.60 ,Portable,2021
TPC-12C/KA,,810700345A,"Hose outlet, 5"" Cirlce", $ 4.75 ,Portable,2021
TPC-12C/KA,,810700515,lead of water, $- ,Portable,2021
TPC-12C/KA,,810800041,left bracket for splash motor, $ 1.44 ,Portable,2021
TPC-12C/KA,,810700505,Left handle, $ 1.50 ,Portable,2021
TPC-12C/KA,,811303440,Pad of lower foam, $- ,Portable,2021
TPC-12C/KA,,811303721C,Panel sticker, $- ,Portable,2021
TPC-12C/KA,,810900093,Power cord, $ 37.74 ,Portable,2021
TPC-12C/KA,,810800086,Protect net, $ 4.04 ,Portable,2021
TPC-12C/KA,,810800108,Protect net of window slider, $ 2.54 ,Portable,2021
TPC-12C/KA,,810700230,Rear duct of condenser, $- ,Portable,2021
TPC-12C/KA,,811302423,Rear support of package, $- ,Portable,2021
TPC-12C/KA,,8090950003B,Receiver board, $ 14.88 ,Portable,2021
TPC-12C/KA,,810900417B,Remote controller, $ 12.87 ,Portable,2021
TPC-12C/KA,,810800046,Right bracket for splash motor, $ 1.00 ,Portable,2021
TPC-12C/KA,,810700504,Right handle, $ 2.04 ,Portable,2021
TPC-12C/KA,,1073030201,Sensor fixer, $- ,Portable,2021
TPC-12C/KA,,1175032007,Sensor resistance, $ 8.04 ,Portable,2021
TPC-12C/KA,,810700232,Splash disk, $- ,Portable,2021
TPC-12C/KA,,1075090017,Splash moter right cover, $- ,Portable,2021
TPC-12C/KA,,8170070001A,Splash motor, $ 46.52 ,Portable,2021
TPC-12C/KA,,1075090029,Splash motor left cover, $- ,Portable,2021
TPC-12C/KA,,810700789,Sponge of window slider 1, $- ,Portable,2021
TPC-12C/KA,,810700360,Sponge of window slider 2, $- ,Portable,2021
TPC-12C/KA,,1175032001B,Step motor, $ 21.60 ,Portable,2021
TPC-12C/KA,,810700027,Stopper, $ 1.54 ,Portable,2021
TPC-12C/KA,,811202395,Suction pipe, $- ,Portable,2021
TPC-12C/KA,,810700697,Support of deflector, $ 2.00 ,Portable,2021
TPC-12C/KA,,811303439,Top pad, $- ,Portable,2021
TPC-12C/KA,,810700501,Top panel, $- ,Portable,2021
TPC-12C/KA,,810700700,Under Duct, $- ,Portable,2021
TPC-12C/KA,,810700510,Upper Duct, $- ,Portable,2021
TPC-12C/KA,,811303354,Upper foam, $- ,Portable,2021
TPC-12C/KA,,1075110004AA,"Window slider kit, oval", $ 15.08 ,Portable,2021
TPC-12C/KA,,810700693,"Window slider, Circle 5""", $ 14.54 ,Portable,2021
TPC-12C/KAB,,810700512,Air outlet part 1, $- ,Portable,2021
TPC-12C/KAB,,810700513,Air outlet part 2, $- ,Portable,2021
TPC-12C/KAB,,810700223,Axis of fan, $- ,Portable,2021
TPC-12C/KAB,,810700695B,Back panel, $- ,Portable,2021
TPC-12C/KAB,,814100291A,Base, $- ,Portable,2021
TPC-12C/KAB,,811303355,Bottom foam, $- ,Portable,2021
TPC-12C/KAB,,1085110009,Capacitor clamp, $- ,Portable,2021
TPC-12C/KAB,,8170120018,Capacitor of compressor, $ 17.64 ,Portable,2021
TPC-12C/KAB,,811202397,Capillary, $- ,Portable,2021
TPC-12C/KAB,,1075100021,Caster Lock, $ 2.00 ,Portable,2021
TPC-12C/KAB,,8070032005,"caster, single", $ 3.24 ,Portable,2021
TPC-12C/KAB,,810700228,Centrifugal fan, $ 10.00 ,Portable,2021
TPC-12C/KAB,,1075090015,Clamp, $- ,Portable,2021
TPC-12C/KAB,,811200149,Compressor, $- ,Portable,2021
TPC-12C/KAB,,811201147,Condenser, $- ,Portable,2021
TPC-12C/KAB,,810800094,Condensor protector, $- ,Portable,2021
TPC-12C/KAB,,810800044,Condensor top bar, $- ,Portable,2021
TPC-12C/KAB,,810900378,Control circuit board, $- ,Portable,2021
TPC-12C/KAB,,810700698,Deflector link, $ 0.50 ,Portable,2021
TPC-12C/KAB,,811200916,Discharge pipe, $- ,Portable,2021
TPC-12C/KAB,,810900379,Display board, $ 41.80 ,Portable,2021
TPC-12C/KAB,,210703134,Drain Cap Tether, $ 2.75 ,Portable,2021
TPC-12C/KAB,,214106113D,Drain Hose Cap, $ 1.00 ,Portable,2021
TPC-12C/KAB,,810700235,Electrical box, $- ,Portable,2021
TPC-12C/KAB,,810800052,Electrical box cover, $- ,Portable,2021
TPC-12C/KAB,,811202378,Evaporator, $- ,Portable,2021
TPC-12C/KAB,,8120120025A,Exhaust Hose, $ 12.30 ,Portable,2021
TPC-12C/KAB,,810900137,Fan motor, $ 47.46 ,Portable,2021
TPC-12C/KAB,,810900103D,Fan motor, $- ,Portable,2021
TPC-12C/KAB,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-12C/KAB,,1170100044,Fan motor capacitor, $ 5.68 ,Portable,2021
TPC-12C/KAB,,810700219,Fan of evaporator, $- ,Portable,2021
TPC-12C/KAB,,810700503A,Filter, $ 19.44 ,Portable,2021
TPC-12C/KAB,,810800117,Fixer of compressor, $- ,Portable,2021
TPC-12C/KAB,,810700514,Fixer of fan motor, $- ,Portable,2021
TPC-12C/KAB,,810700692,Fixer of motor, $- ,Portable,2021
TPC-12C/KAB,,810800107,Fixer of window slider, $- ,Portable,2021
TPC-12C/KAB,,810900031A,Float switch, $- ,Portable,2021
TPC-12C/KAB,,810700229,Front duct of condenser, $- ,Portable,2021
TPC-12C/KAB,,810700763F,Front panel, $- ,Portable,2021
TPC-12C/KAB,,811302422,Front support of package, $- ,Portable,2021
TPC-12C/KAB,,210703297,Gasket of Cap, $ 2.00 ,Portable,2021
TPC-12C/KAB,,810700502B,Grill of evaporator, $- ,Portable,2021
TPC-12C/KAB,,810700507,Horizon deflector 2, $ 8.16 ,Portable,2021
TPC-12C/KAB,,810700696,Horizon deflector link 1, $ 4.56 ,Portable,2021
TPC-12C/KAB,,810700209A,"Hose inlet, 5""", $ 3.60 ,Portable,2021
TPC-12C/KAB,,810700345A,"Hose outlet, 5""", $ 4.75 ,Portable,2021
TPC-12C/KAB,,810700515,lead of water, $- ,Portable,2021
TPC-12C/KAB,,810800041,left bracket for splash motor, $ 1.44 ,Portable,2021
TPC-12C/KAB,,810700505,Left handle, $ 1.50 ,Portable,2021
TPC-12C/KAB,,810700027,Lower drain plug, $ 1.54 ,Portable,2021
TPC-12C/KAB,,811303440,Pad of lower foam, $- ,Portable,2021
TPC-12C/KAB,,811303721C,Panel sticker, $- ,Portable,2021
TPC-12C/KAB,,810900093,Power cord, $ 37.74 ,Portable,2021
TPC-12C/KAB,,810800086,Protect net, $ 4.04 ,Portable,2021
TPC-12C/KAB,,810800108,Protect net of window slider, $ 2.54 ,Portable,2021
TPC-12C/KAB,,810700230,Rear duct of condenser, $- ,Portable,2021
TPC-12C/KAB,,811302423,Rear support of package, $- ,Portable,2021
TPC-12C/KAB,,8090950003B,Receiver board, $ 14.88 ,Portable,2021
TPC-12C/KAB,,810900604A,Remote controller, $ 9.81 ,Portable,2021
TPC-12C/KAB,,810800046,Right bracket for splash motor, $ 1.00 ,Portable,2021
TPC-12C/KAB,,810700504,Right handle, $ 2.04 ,Portable,2021
TPC-12C/KAB,,1073030201,Sensor fixer, $- ,Portable,2021
TPC-12C/KAB,,1175032007,Sensor resistance, $ 8.04 ,Portable,2021
TPC-12C/KAB,,810700232,Splash disk, $- ,Portable,2021
TPC-12C/KAB,,1075090017,Splash moter right cover, $- ,Portable,2021
